x,y
-3.604,20.5596
-3.603,20.5657
-3.602,20.5718
-3.601,20.5779
-3.6,20.584
-3.599,20.5901
-3.598,20.5961
-3.597,20.6022
-3.596,20.6082
-3.595,20.6142
-3.594,20.6202
-3.593,20.6262
-3.592,20.6322
-3.591,20.6382
-3.59,20.6441
-3.589,20.6501
-3.588,20.656
-3.587,20.6619
-3.586,20.6678
-3.585,20.6737
-3.584,20.6795
-3.583,20.6854
-3.582,20.6912
-3.581,20.6971
-3.58,20.7029
-3.579,20.7087
-3.578,20.7145
-3.577,20.7203
-3.576,20.726
-3.575,20.7318
-3.574,20.7375
-3.573,20.7432
-3.572,20.7489
-3.571,20.7546
-3.57,20.7603
-3.569,20.766
-3.568,20.7716
-3.567,20.7773
-3.566,20.7829
-3.565,20.7885
-3.564,20.7941
-3.563,20.7997
-3.562,20.8053
-3.561,20.8108
-3.56,20.8164
-3.559,20.8219
-3.558,20.8274
-3.557,20.8329
-3.556,20.8384
-3.555,20.8439
-3.554,20.8494
-3.553,20.8548
-3.552,20.8603
-3.551,20.8657
-3.55,20.8711
-3.549,20.8765
-3.548,20.8819
-3.547,20.8873
-3.546,20.8926
-3.545,20.898
-3.544,20.9033
-3.543,20.9087
-3.542,20.914
-3.541,20.9193
-3.54,20.9245
-3.539,20.9298
-3.538,20.9351
-3.537,20.9403
-3.536,20.9455
-3.535,20.9507
-3.534,20.9559
-3.533,20.9611
-3.532,20.9663
-3.531,20.9715
-3.53,20.9766
-3.529,20.9818
-3.528,20.9869
-3.527,20.992
-3.526,20.9971
-3.525,21.0022
-3.524,21.0072
-3.523,21.0123
-3.522,21.0173
-3.521,21.0224
-3.52,21.0274
-3.519,21.0324
-3.518,21.0374
-3.517,21.0424
-3.516,21.0473
-3.515,21.0523
-3.514,21.0572
-3.513,21.0621
-3.512,21.0671
-3.511,21.072
-3.51,21.0768
-3.509,21.0817
-3.508,21.0866
-3.507,21.0914
-3.506,21.0963
-3.505,21.1011
-3.504,21.1059
-3.503,21.1107
-3.502,21.1155
-3.501,21.1202
-3.5,21.125
-3.499,21.1297
-3.498,21.1345
-3.497,21.1392
-3.496,21.1439
-3.495,21.1486
-3.494,21.1533
-3.493,21.1579
-3.492,21.1626
-3.491,21.1672
-3.49,21.1719
-3.489,21.1765
-3.488,21.1811
-3.487,21.1857
-3.486,21.1902
-3.485,21.1948
-3.484,21.1993
-3.483,21.2039
-3.482,21.2084
-3.481,21.2129
-3.48,21.2174
-3.479,21.2219
-3.478,21.2264
-3.477,21.2308
-3.476,21.2353
-3.475,21.2397
-3.474,21.2441
-3.473,21.2485
-3.472,21.2529
-3.471,21.2573
-3.47,21.2617
-3.469,21.266
-3.468,21.2704
-3.467,21.2747
-3.466,21.279
-3.465,21.2833
-3.464,21.2876
-3.463,21.2919
-3.462,21.2962
-3.461,21.3004
-3.46,21.3047
-3.459,21.3089
-3.458,21.3131
-3.457,21.3173
-3.456,21.3215
-3.455,21.3257
-3.454,21.3298
-3.453,21.334
-3.452,21.3381
-3.451,21.3423
-3.45,21.3464
-3.449,21.3505
-3.448,21.3546
-3.447,21.3586
-3.446,21.3627
-3.445,21.3668
-3.444,21.3708
-3.443,21.3748
-3.442,21.3788
-3.441,21.3828
-3.44,21.3868
-3.439,21.3908
-3.438,21.3948
-3.437,21.3987
-3.436,21.4026
-3.435,21.4066
-3.434,21.4105
-3.433,21.4144
-3.432,21.4183
-3.431,21.4221
-3.43,21.426
-3.429,21.4298
-3.428,21.4337
-3.427,21.4375
-3.426,21.4413
-3.425,21.4451
-3.424,21.4489
-3.423,21.4527
-3.422,21.4564
-3.421,21.4602
-3.42,21.4639
-3.419,21.4676
-3.418,21.4713
-3.417,21.475
-3.416,21.4787
-3.415,21.4824
-3.414,21.4861
-3.413,21.4897
-3.412,21.4933
-3.411,21.497
-3.41,21.5006
-3.409,21.5042
-3.408,21.5078
-3.407,21.5113
-3.406,21.5149
-3.405,21.5184
-3.404,21.522
-3.403,21.5255
-3.402,21.529
-3.401,21.5325
-3.4,21.536
-3.399,21.5395
-3.398,21.5429
-3.397,21.5464
-3.396,21.5498
-3.395,21.5532
-3.394,21.5567
-3.393,21.5601
-3.392,21.5634
-3.391,21.5668
-3.39,21.5702
-3.389,21.5735
-3.388,21.5769
-3.387,21.5802
-3.386,21.5835
-3.385,21.5868
-3.384,21.5901
-3.383,21.5934
-3.382,21.5966
-3.381,21.5999
-3.38,21.6031
-3.379,21.6064
-3.378,21.6096
-3.377,21.6128
-3.376,21.616
-3.375,21.6191
-3.374,21.6223
-3.373,21.6255
-3.372,21.6286
-3.371,21.6317
-3.37,21.6348
-3.369,21.638
-3.368,21.641
-3.367,21.6441
-3.366,21.6472
-3.365,21.6502
-3.364,21.6533
-3.363,21.6563
-3.362,21.6593
-3.361,21.6623
-3.36,21.6653
-3.359,21.6683
-3.358,21.6713
-3.357,21.6743
-3.356,21.6772
-3.355,21.6801
-3.354,21.6831
-3.353,21.686
-3.352,21.6889
-3.351,21.6918
-3.35,21.6946
-3.349,21.6975
-3.348,21.7003
-3.347,21.7032
-3.346,21.706
-3.345,21.7088
-3.344,21.7116
-3.343,21.7144
-3.342,21.7172
-3.341,21.7199
-3.34,21.7227
-3.339,21.7254
-3.338,21.7282
-3.337,21.7309
-3.336,21.7336
-3.335,21.7363
-3.334,21.739
-3.333,21.7416
-3.332,21.7443
-3.331,21.7469
-3.33,21.7496
-3.329,21.7522
-3.328,21.7548
-3.327,21.7574
-3.326,21.76
-3.325,21.7625
-3.324,21.7651
-3.323,21.7677
-3.322,21.7702
-3.321,21.7727
-3.32,21.7752
-3.319,21.7777
-3.318,21.7802
-3.317,21.7827
-3.316,21.7852
-3.315,21.7876
-3.314,21.7901
-3.313,21.7925
-3.312,21.7949
-3.311,21.7973
-3.31,21.7997
-3.309,21.8021
-3.308,21.8045
-3.307,21.8068
-3.306,21.8092
-3.305,21.8115
-3.304,21.8138
-3.303,21.8161
-3.302,21.8184
-3.301,21.8207
-3.3,21.823
-3.299,21.8253
-3.298,21.8275
-3.297,21.8298
-3.296,21.832
-3.295,21.8342
-3.294,21.8364
-3.293,21.8386
-3.292,21.8408
-3.291,21.843
-3.29,21.8451
-3.289,21.8473
-3.288,21.8494
-3.287,21.8515
-3.286,21.8536
-3.285,21.8557
-3.284,21.8578
-3.283,21.8599
-3.282,21.862
-3.281,21.864
-3.28,21.866
-3.279,21.8681
-3.278,21.8701
-3.277,21.8721
-3.276,21.8741
-3.275,21.8761
-3.274,21.878
-3.273,21.88
-3.272,21.882
-3.271,21.8839
-3.27,21.8858
-3.269,21.8877
-3.268,21.8896
-3.267,21.8915
-3.266,21.8934
-3.265,21.8953
-3.264,21.8971
-3.263,21.899
-3.262,21.9008
-3.261,21.9026
-3.26,21.9044
-3.259,21.9062
-3.258,21.908
-3.257,21.9098
-3.256,21.9115
-3.255,21.9133
-3.254,21.915
-3.253,21.9168
-3.252,21.9185
-3.251,21.9202
-3.25,21.9219
-3.249,21.9236
-3.248,21.9252
-3.247,21.9269
-3.246,21.9285
-3.245,21.9302
-3.244,21.9318
-3.243,21.9334
-3.242,21.935
-3.241,21.9366
-3.24,21.9382
-3.239,21.9397
-3.238,21.9413
-3.237,21.9428
-3.236,21.9444
-3.235,21.9459
-3.234,21.9474
-3.233,21.9489
-3.232,21.9504
-3.231,21.9519
-3.23,21.9533
-3.229,21.9548
-3.228,21.9562
-3.227,21.9577
-3.226,21.9591
-3.225,21.9605
-3.224,21.9619
-3.223,21.9633
-3.222,21.9646
-3.221,21.966
-3.22,21.9674
-3.219,21.9687
-3.218,21.97
-3.217,21.9713
-3.216,21.9726
-3.215,21.9739
-3.214,21.9752
-3.213,21.9765
-3.212,21.9778
-3.211,21.979
-3.21,21.9802
-3.209,21.9815
-3.208,21.9827
-3.207,21.9839
-3.206,21.9851
-3.205,21.9863
-3.204,21.9874
-3.203,21.9886
-3.202,21.9897
-3.201,21.9909
-3.2,21.992
-3.199,21.9931
-3.198,21.9942
-3.197,21.9953
-3.196,21.9964
-3.195,21.9975
-3.194,21.9985
-3.193,21.9996
-3.192,22.0006
-3.191,22.0016
-3.19,22.0026
-3.189,22.0036
-3.188,22.0046
-3.187,22.0056
-3.186,22.0066
-3.185,22.0075
-3.184,22.0085
-3.183,22.0094
-3.182,22.0104
-3.181,22.0113
-3.18,22.0122
-3.179,22.0131
-3.178,22.0139
-3.177,22.0148
-3.176,22.0157
-3.175,22.0165
-3.174,22.0174
-3.173,22.0182
-3.172,22.019
-3.171,22.0198
-3.17,22.0206
-3.169,22.0214
-3.168,22.0221
-3.167,22.0229
-3.166,22.0236
-3.165,22.0244
-3.164,22.0251
-3.163,22.0258
-3.162,22.0265
-3.161,22.0272
-3.16,22.0279
-3.159,22.0286
-3.158,22.0292
-3.157,22.0299
-3.156,22.0305
-3.155,22.0312
-3.154,22.0318
-3.153,22.0324
-3.152,22.033
-3.151,22.0336
-3.15,22.0341
-3.149,22.0347
-3.148,22.0352
-3.147,22.0358
-3.146,22.0363
-3.145,22.0368
-3.144,22.0373
-3.143,22.0378
-3.142,22.0383
-3.141,22.0388
-3.14,22.0393
-3.139,22.0397
-3.138,22.0402
-3.137,22.0406
-3.136,22.041
-3.135,22.0414
-3.134,22.0418
-3.133,22.0422
-3.132,22.0426
-3.131,22.0429
-3.13,22.0433
-3.129,22.0436
-3.128,22.044
-3.127,22.0443
-3.126,22.0446
-3.125,22.0449
-3.124,22.0452
-3.123,22.0455
-3.122,22.0458
-3.121,22.046
-3.12,22.0463
-3.119,22.0465
-3.118,22.0467
-3.117,22.047
-3.116,22.0472
-3.115,22.0474
-3.114,22.0475
-3.113,22.0477
-3.112,22.0479
-3.111,22.048
-3.11,22.0482
-3.109,22.0483
-3.108,22.0484
-3.107,22.0485
-3.106,22.0486
-3.105,22.0487
-3.104,22.0488
-3.103,22.0489
-3.102,22.0489
-3.101,22.049
-3.1,22.049
-3.099,22.049
-3.098,22.049
-3.097,22.049
-3.096,22.049
-3.095,22.049
-3.094,22.049
-3.093,22.049
-3.092,22.0489
-3.091,22.0488
-3.09,22.0488
-3.089,22.0487
-3.088,22.0486
-3.087,22.0485
-3.086,22.0484
-3.085,22.0483
-3.084,22.0481
-3.083,22.048
-3.082,22.0478
-3.081,22.0477
-3.08,22.0475
-3.079,22.0473
-3.078,22.0471
-3.077,22.0469
-3.076,22.0467
-3.075,22.0465
-3.074,22.0462
-3.073,22.046
-3.072,22.0457
-3.071,22.0454
-3.07,22.0452
-3.069,22.0449
-3.068,22.0446
-3.067,22.0443
-3.066,22.0439
-3.065,22.0436
-3.064,22.0433
-3.063,22.0429
-3.062,22.0425
-3.061,22.0422
-3.06,22.0418
-3.059,22.0414
-3.058,22.041
-3.057,22.0406
-3.056,22.0401
-3.055,22.0397
-3.054,22.0393
-3.053,22.0388
-3.052,22.0383
-3.051,22.0379
-3.05,22.0374
-3.049,22.0369
-3.048,22.0364
-3.047,22.0359
-3.046,22.0353
-3.045,22.0348
-3.044,22.0342
-3.043,22.0337
-3.042,22.0331
-3.041,22.0325
-3.04,22.0319
-3.039,22.0313
-3.038,22.0307
-3.037,22.0301
-3.036,22.0295
-3.035,22.0288
-3.034,22.0282
-3.033,22.0275
-3.032,22.0268
-3.031,22.0262
-3.03,22.0255
-3.029,22.0248
-3.028,22.0241
-3.027,22.0233
-3.026,22.0226
-3.025,22.0219
-3.024,22.0211
-3.023,22.0203
-3.022,22.0196
-3.021,22.0188
-3.02,22.018
-3.019,22.0172
-3.018,22.0164
-3.017,22.0156
-3.016,22.0147
-3.015,22.0139
-3.014,22.013
-3.013,22.0122
-3.012,22.0113
-3.011,22.0104
-3.01,22.0095
-3.009,22.0086
-3.008,22.0077
-3.007,22.0068
-3.006,22.0058
-3.005,22.0049
-3.004,22.0039
-3.003,22.003
-3.002,22.002
-3.001,22.001
-3,22
-2.999,21.999
-2.998,21.998
-2.997,21.997
-2.996,21.9959
-2.995,21.9949
-2.994,21.9938
-2.993,21.9928
-2.992,21.9917
-2.991,21.9906
-2.99,21.9895
-2.989,21.9884
-2.988,21.9873
-2.987,21.9862
-2.986,21.985
-2.985,21.9839
-2.984,21.9827
-2.983,21.9816
-2.982,21.9804
-2.981,21.9792
-2.98,21.978
-2.979,21.9768
-2.978,21.9756
-2.977,21.9744
-2.976,21.9731
-2.975,21.9719
-2.974,21.9706
-2.973,21.9694
-2.972,21.9681
-2.971,21.9668
-2.97,21.9655
-2.969,21.9642
-2.968,21.9629
-2.967,21.9616
-2.966,21.9603
-2.965,21.9589
-2.964,21.9576
-2.963,21.9562
-2.962,21.9548
-2.961,21.9535
-2.96,21.9521
-2.959,21.9507
-2.958,21.9493
-2.957,21.9478
-2.956,21.9464
-2.955,21.945
-2.954,21.9435
-2.953,21.9421
-2.952,21.9406
-2.951,21.9391
-2.95,21.9376
-2.949,21.9361
-2.948,21.9346
-2.947,21.9331
-2.946,21.9316
-2.945,21.93
-2.944,21.9285
-2.943,21.9269
-2.942,21.9254
-2.941,21.9238
-2.94,21.9222
-2.939,21.9206
-2.938,21.919
-2.937,21.9174
-2.936,21.9158
-2.935,21.9141
-2.934,21.9125
-2.933,21.9109
-2.932,21.9092
-2.931,21.9075
-2.93,21.9058
-2.929,21.9042
-2.928,21.9025
-2.927,21.9007
-2.926,21.899
-2.925,21.8973
-2.924,21.8956
-2.923,21.8938
-2.922,21.8921
-2.921,21.8903
-2.92,21.8885
-2.919,21.8867
-2.918,21.8849
-2.917,21.8831
-2.916,21.8813
-2.915,21.8795
-2.914,21.8777
-2.913,21.8758
-2.912,21.874
-2.911,21.8721
-2.91,21.8702
-2.909,21.8683
-2.908,21.8665
-2.907,21.8646
-2.906,21.8627
-2.905,21.8607
-2.904,21.8588
-2.903,21.8569
-2.902,21.8549
-2.901,21.853
-2.9,21.851
-2.899,21.849
-2.898,21.847
-2.897,21.845
-2.896,21.843
-2.895,21.841
-2.894,21.839
-2.893,21.837
-2.892,21.8349
-2.891,21.8329
-2.89,21.8308
-2.889,21.8288
-2.888,21.8267
-2.887,21.8246
-2.886,21.8225
-2.885,21.8204
-2.884,21.8183
-2.883,21.8162
-2.882,21.814
-2.881,21.8119
-2.88,21.8097
-2.879,21.8076
-2.878,21.8054
-2.877,21.8032
-2.876,21.801
-2.875,21.7988
-2.874,21.7966
-2.873,21.7944
-2.872,21.7922
-2.871,21.7899
-2.87,21.7877
-2.869,21.7854
-2.868,21.7832
-2.867,21.7809
-2.866,21.7786
-2.865,21.7763
-2.864,21.774
-2.863,21.7717
-2.862,21.7694
-2.861,21.7671
-2.86,21.7647
-2.859,21.7624
-2.858,21.76
-2.857,21.7577
-2.856,21.7553
-2.855,21.7529
-2.854,21.7505
-2.853,21.7481
-2.852,21.7457
-2.851,21.7433
-2.85,21.7409
-2.849,21.7384
-2.848,21.736
-2.847,21.7335
-2.846,21.7311
-2.845,21.7286
-2.844,21.7261
-2.843,21.7236
-2.842,21.7211
-2.841,21.7186
-2.84,21.7161
-2.839,21.7136
-2.838,21.711
-2.837,21.7085
-2.836,21.7059
-2.835,21.7034
-2.834,21.7008
-2.833,21.6982
-2.832,21.6956
-2.831,21.693
-2.83,21.6904
-2.829,21.6878
-2.828,21.6852
-2.827,21.6825
-2.826,21.6799
-2.825,21.6772
-2.824,21.6746
-2.823,21.6719
-2.822,21.6692
-2.821,21.6665
-2.82,21.6638
-2.819,21.6611
-2.818,21.6584
-2.817,21.6557
-2.816,21.6529
-2.815,21.6502
-2.814,21.6475
-2.813,21.6447
-2.812,21.6419
-2.811,21.6391
-2.81,21.6364
-2.809,21.6336
-2.808,21.6308
-2.807,21.6279
-2.806,21.6251
-2.805,21.6223
-2.804,21.6194
-2.803,21.6166
-2.802,21.6137
-2.801,21.6109
-2.8,21.608
-2.799,21.6051
-2.798,21.6022
-2.797,21.5993
-2.796,21.5964
-2.795,21.5935
-2.794,21.5906
-2.793,21.5876
-2.792,21.5847
-2.791,21.5817
-2.79,21.5788
-2.789,21.5758
-2.788,21.5728
-2.787,21.5698
-2.786,21.5668
-2.785,21.5638
-2.784,21.5608
-2.783,21.5578
-2.782,21.5547
-2.781,21.5517
-2.78,21.5486
-2.779,21.5456
-2.778,21.5425
-2.777,21.5394
-2.776,21.5364
-2.775,21.5333
-2.774,21.5302
-2.773,21.5271
-2.772,21.5239
-2.771,21.5208
-2.77,21.5177
-2.769,21.5145
-2.768,21.5114
-2.767,21.5082
-2.766,21.505
-2.765,21.5019
-2.764,21.4987
-2.763,21.4955
-2.762,21.4923
-2.761,21.489
-2.76,21.4858
-2.759,21.4826
-2.758,21.4794
-2.757,21.4761
-2.756,21.4728
-2.755,21.4696
-2.754,21.4663
-2.753,21.463
-2.752,21.4597
-2.751,21.4564
-2.75,21.4531
-2.749,21.4498
-2.748,21.4465
-2.747,21.4431
-2.746,21.4398
-2.745,21.4365
-2.744,21.4331
-2.743,21.4297
-2.742,21.4264
-2.741,21.423
-2.74,21.4196
-2.739,21.4162
-2.738,21.4128
-2.737,21.4093
-2.736,21.4059
-2.735,21.4025
-2.734,21.399
-2.733,21.3956
-2.732,21.3921
-2.731,21.3887
-2.73,21.3852
-2.729,21.3817
-2.728,21.3782
-2.727,21.3747
-2.726,21.3712
-2.725,21.3677
-2.724,21.3641
-2.723,21.3606
-2.722,21.3571
-2.721,21.3535
-2.72,21.35
-2.719,21.3464
-2.718,21.3428
-2.717,21.3392
-2.716,21.3356
-2.715,21.332
-2.714,21.3284
-2.713,21.3248
-2.712,21.3212
-2.711,21.3175
-2.71,21.3139
-2.709,21.3102
-2.708,21.3066
-2.707,21.3029
-2.706,21.2992
-2.705,21.2955
-2.704,21.2919
-2.703,21.2882
-2.702,21.2844
-2.701,21.2807
-2.7,21.277
-2.699,21.2733
-2.698,21.2695
-2.697,21.2658
-2.696,21.262
-2.695,21.2582
-2.694,21.2545
-2.693,21.2507
-2.692,21.2469
-2.691,21.2431
-2.69,21.2393
-2.689,21.2355
-2.688,21.2317
-2.687,21.2278
-2.686,21.224
-2.685,21.2201
-2.684,21.2163
-2.683,21.2124
-2.682,21.2085
-2.681,21.2047
-2.68,21.2008
-2.679,21.1969
-2.678,21.193
-2.677,21.1891
-2.676,21.1851
-2.675,21.1812
-2.674,21.1773
-2.673,21.1733
-2.672,21.1694
-2.671,21.1654
-2.67,21.1614
-2.669,21.1575
-2.668,21.1535
-2.667,21.1495
-2.666,21.1455
-2.665,21.1415
-2.664,21.1375
-2.663,21.1334
-2.662,21.1294
-2.661,21.1254
-2.66,21.1213
-2.659,21.1172
-2.658,21.1132
-2.657,21.1091
-2.656,21.105
-2.655,21.1009
-2.654,21.0968
-2.653,21.0927
-2.652,21.0886
-2.651,21.0845
-2.65,21.0804
-2.649,21.0762
-2.648,21.0721
-2.647,21.0679
-2.646,21.0638
-2.645,21.0596
-2.644,21.0554
-2.643,21.0513
-2.642,21.0471
-2.641,21.0429
-2.64,21.0387
-2.639,21.0344
-2.638,21.0302
-2.637,21.026
-2.636,21.0217
-2.635,21.0175
-2.634,21.0132
-2.633,21.009
-2.632,21.0047
-2.631,21.0004
-2.63,20.9962
-2.629,20.9919
-2.628,20.9876
-2.627,20.9833
-2.626,20.9789
-2.625,20.9746
-2.624,20.9703
-2.623,20.9659
-2.622,20.9616
-2.621,20.9572
-2.62,20.9529
-2.619,20.9485
-2.618,20.9441
-2.617,20.9397
-2.616,20.9353
-2.615,20.9309
-2.614,20.9265
-2.613,20.9221
-2.612,20.9177
-2.611,20.9133
-2.61,20.9088
-2.609,20.9044
-2.608,20.8999
-2.607,20.8955
-2.606,20.891
-2.605,20.8865
-2.604,20.882
-2.603,20.8775
-2.602,20.873
-2.601,20.8685
-2.6,20.864
-2.599,20.8595
-2.598,20.8549
-2.597,20.8504
-2.596,20.8459
-2.595,20.8413
-2.594,20.8367
-2.593,20.8322
-2.592,20.8276
-2.591,20.823
-2.59,20.8184
-2.589,20.8138
-2.588,20.8092
-2.587,20.8046
-2.586,20.8
-2.585,20.7953
-2.584,20.7907
-2.583,20.7861
-2.582,20.7814
-2.581,20.7768
-2.58,20.7721
-2.579,20.7674
-2.578,20.7627
-2.577,20.758
-2.576,20.7533
-2.575,20.7486
-2.574,20.7439
-2.573,20.7392
-2.572,20.7345
-2.571,20.7297
-2.57,20.725
-2.569,20.7203
-2.568,20.7155
-2.567,20.7107
-2.566,20.706
-2.565,20.7012
-2.564,20.6964
-2.563,20.6916
-2.562,20.6868
-2.561,20.682
-2.56,20.6772
-2.559,20.6724
-2.558,20.6675
-2.557,20.6627
-2.556,20.6578
-2.555,20.653
-2.554,20.6481
-2.553,20.6433
-2.552,20.6384
-2.551,20.6335
-2.55,20.6286
-2.549,20.6237
-2.548,20.6188
-2.547,20.6139
-2.546,20.609
-2.545,20.6041
-2.544,20.5991
-2.543,20.5942
-2.542,20.5893
-2.541,20.5843
-2.54,20.5793
-2.539,20.5744
-2.538,20.5694
-2.537,20.5644
-2.536,20.5594
-2.535,20.5544
-2.534,20.5494
-2.533,20.5444
-2.532,20.5394
-2.531,20.5344
-2.53,20.5293
-2.529,20.5243
-2.528,20.5192
-2.527,20.5142
-2.526,20.5091
-2.525,20.504
-2.524,20.499
-2.523,20.4939
-2.522,20.4888
-2.521,20.4837
-2.52,20.4786
-2.519,20.4735
-2.518,20.4684
-2.517,20.4632
-2.516,20.4581
-2.515,20.453
-2.514,20.4478
-2.513,20.4427
-2.512,20.4375
-2.511,20.4323
-2.51,20.4271
-2.509,20.422
-2.508,20.4168
-2.507,20.4116
-2.506,20.4064
-2.505,20.4012
-2.504,20.3959
-2.503,20.3907
-2.502,20.3855
-2.501,20.3802
-2.5,20.375
-2.499,20.3697
-2.498,20.3645
-2.497,20.3592
-2.496,20.3539
-2.495,20.3487
-2.494,20.3434
-2.493,20.3381
-2.492,20.3328
-2.491,20.3275
-2.49,20.3222
-2.489,20.3168
-2.488,20.3115
-2.487,20.3062
-2.486,20.3008
-2.485,20.2955
-2.484,20.2901
-2.483,20.2847
-2.482,20.2794
-2.481,20.274
-2.48,20.2686
-2.479,20.2632
-2.478,20.2578
-2.477,20.2524
-2.476,20.247
-2.475,20.2416
-2.474,20.2362
-2.473,20.2307
-2.472,20.2253
-2.471,20.2198
-2.47,20.2144
-2.469,20.2089
-2.468,20.2034
-2.467,20.198
-2.466,20.1925
-2.465,20.187
-2.464,20.1815
-2.463,20.176
-2.462,20.1705
-2.461,20.165
-2.46,20.1595
-2.459,20.1539
-2.458,20.1484
-2.457,20.1429
-2.456,20.1373
-2.455,20.1318
-2.454,20.1262
-2.453,20.1206
-2.452,20.115
-2.451,20.1095
-2.45,20.1039
-2.449,20.0983
-2.448,20.0927
-2.447,20.0871
-2.446,20.0815
-2.445,20.0758
-2.444,20.0702
-2.443,20.0646
-2.442,20.0589
-2.441,20.0533
-2.44,20.0476
-2.439,20.042
-2.438,20.0363
-2.437,20.0306
-2.436,20.0249
-2.435,20.0192
-2.434,20.0135
-2.433,20.0078
-2.432,20.0021
-2.431,19.9964
-2.43,19.9907
-2.429,19.985
-2.428,19.9792
-2.427,19.9735
-2.426,19.9677
-2.425,19.962
-2.424,19.9562
-2.423,19.9505
-2.422,19.9447
-2.421,19.9389
-2.42,19.9331
-2.419,19.9273
-2.418,19.9215
-2.417,19.9157
-2.416,19.9099
-2.415,19.9041
-2.414,19.8983
-2.413,19.8924
-2.412,19.8866
-2.411,19.8807
-2.41,19.8749
-2.409,19.869
-2.408,19.8632
-2.407,19.8573
-2.406,19.8514
-2.405,19.8455
-2.404,19.8396
-2.403,19.8337
-2.402,19.8278
-2.401,19.8219
-2.4,19.816
-2.399,19.8101
-2.398,19.8041
-2.397,19.7982
-2.396,19.7923
-2.395,19.7863
-2.394,19.7804
-2.393,19.7744
-2.392,19.7684
-2.391,19.7625
-2.39,19.7565
-2.389,19.7505
-2.388,19.7445
-2.387,19.7385
-2.386,19.7325
-2.385,19.7265
-2.384,19.7205
-2.383,19.7144
-2.382,19.7084
-2.381,19.7024
-2.38,19.6963
-2.379,19.6903
-2.378,19.6842
-2.377,19.6782
-2.376,19.6721
-2.375,19.666
-2.374,19.6599
-2.373,19.6538
-2.372,19.6478
-2.371,19.6417
-2.37,19.6355
-2.369,19.6294
-2.368,19.6233
-2.367,19.6172
-2.366,19.6111
-2.365,19.6049
-2.364,19.5988
-2.363,19.5926
-2.362,19.5865
-2.361,19.5803
-2.36,19.5741
-2.359,19.568
-2.358,19.5618
-2.357,19.5556
-2.356,19.5494
-2.355,19.5432
-2.354,19.537
-2.353,19.5308
-2.352,19.5246
-2.351,19.5184
-2.35,19.5121
-2.349,19.5059
-2.348,19.4996
-2.347,19.4934
-2.346,19.4871
-2.345,19.4809
-2.344,19.4746
-2.343,19.4683
-2.342,19.4621
-2.341,19.4558
-2.34,19.4495
-2.339,19.4432
-2.338,19.4369
-2.337,19.4306
-2.336,19.4243
-2.335,19.418
-2.334,19.4116
-2.333,19.4053
-2.332,19.399
-2.331,19.3926
-2.33,19.3863
-2.329,19.3799
-2.328,19.3735
-2.327,19.3672
-2.326,19.3608
-2.325,19.3544
-2.324,19.348
-2.323,19.3416
-2.322,19.3352
-2.321,19.3288
-2.32,19.3224
-2.319,19.316
-2.318,19.3096
-2.317,19.3032
-2.316,19.2967
-2.315,19.2903
-2.314,19.2838
-2.313,19.2774
-2.312,19.2709
-2.311,19.2645
-2.31,19.258
-2.309,19.2515
-2.308,19.2451
-2.307,19.2386
-2.306,19.2321
-2.305,19.2256
-2.304,19.2191
-2.303,19.2126
-2.302,19.206
-2.301,19.1995
-2.3,19.193
-2.299,19.1865
-2.298,19.1799
-2.297,19.1734
-2.296,19.1668
-2.295,19.1603
-2.294,19.1537
-2.293,19.1471
-2.292,19.1406
-2.291,19.134
-2.29,19.1274
-2.289,19.1208
-2.288,19.1142
-2.287,19.1076
-2.286,19.101
-2.285,19.0944
-2.284,19.0878
-2.283,19.0812
-2.282,19.0745
-2.281,19.0679
-2.28,19.0612
-2.279,19.0546
-2.278,19.0479
-2.277,19.0413
-2.276,19.0346
-2.275,19.028
-2.274,19.0213
-2.273,19.0146
-2.272,19.0079
-2.271,19.0012
-2.27,18.9945
-2.269,18.9878
-2.268,18.9811
-2.267,18.9744
-2.266,18.9677
-2.265,18.9609
-2.264,18.9542
-2.263,18.9475
-2.262,18.9407
-2.261,18.934
-2.26,18.9272
-2.259,18.9205
-2.258,18.9137
-2.257,18.9069
-2.256,18.9002
-2.255,18.8934
-2.254,18.8866
-2.253,18.8798
-2.252,18.873
-2.251,18.8662
-2.25,18.8594
-2.249,18.8526
-2.248,18.8457
-2.247,18.8389
-2.246,18.8321
-2.245,18.8252
-2.244,18.8184
-2.243,18.8116
-2.242,18.8047
-2.241,18.7978
-2.24,18.791
-2.239,18.7841
-2.238,18.7772
-2.237,18.7703
-2.236,18.7635
-2.235,18.7566
-2.234,18.7497
-2.233,18.7428
-2.232,18.7359
-2.231,18.729
-2.23,18.722
-2.229,18.7151
-2.228,18.7082
-2.227,18.7012
-2.226,18.6943
-2.225,18.6874
-2.224,18.6804
-2.223,18.6735
-2.222,18.6665
-2.221,18.6595
-2.22,18.6526
-2.219,18.6456
-2.218,18.6386
-2.217,18.6316
-2.216,18.6246
-2.215,18.6176
-2.214,18.6106
-2.213,18.6036
-2.212,18.5966
-2.211,18.5896
-2.21,18.5825
-2.209,18.5755
-2.208,18.5685
-2.207,18.5614
-2.206,18.5544
-2.205,18.5473
-2.204,18.5403
-2.203,18.5332
-2.202,18.5261
-2.201,18.5191
-2.2,18.512
-2.199,18.5049
-2.198,18.4978
-2.197,18.4907
-2.196,18.4836
-2.195,18.4765
-2.194,18.4694
-2.193,18.4623
-2.192,18.4552
-2.191,18.4481
-2.19,18.4409
